,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,business_code_enc,day_of_cleardate,month_of_cleardate,year_of_cleardate,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_dueindate,month_of_dueindate,year_of_dueindate,day_of_baselinecreatedate,month_of_baselinecreatedate,year_of_baselinecreatedate,cust_payment_terms_enc,name_customer_enc,Aging Bucket
1399,U001,200696090,UNITE corporation,2020-04-19 12:26:14.183458647,2020.0,1930731389.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAA8,3400.18,64,,,,6,4,2020,21,4,2020,6,4,2020,20,2879,
1400,U001,200726979,BJ'S  us,2020-03-22 02:50:05.218413597,2020.0,1930601307.0,2020-03-05 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-05 00:00:00.000000000,NAA8,1115.24,64,,,,5,3,2020,20,3,2020,5,3,2020,20,332,0-15
1401,U001,200744019,TARG co,2020-05-30 19:45:54.706709824,2020.0,1930880101.0,2020-05-09 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,NAA8,2816.0,64,,,,9,5,2020,24,5,2020,9,5,2020,20,2787,0-15
1402,U001,200769623,WAL-MAR foundation,2020-05-07 19:29:39.681784015,2020.0,1930819801.0,2020-04-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,NAH4,27125.56,64,,,,25,4,2020,10,5,2020,25,4,2020,32,2986,
1403,U001,200772595,SAFEW corp,2020-04-04 08:56:49.200680733,2020.0,1930674268.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAA8,65458.44,64,,,,19,3,2020,3,4,2020,19,3,2020,20,2400,0-15
1404,U001,200792293,UNIFIE in,2020-05-19 16:51:07.609688188,2020.0,1930838836.0,2020-04-29 00:00:00.000000000,2020-05-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,NAA8,13761.21,64,,,,29,4,2020,14,5,2020,29,4,2020,20,2870,0-15
1405,U001,200762301,C&S WH co,2020-03-17 10:38:23.853850746,2020.0,1930584276.0,2020-03-02 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAC6,1112.37,64,,,,2,3,2020,17,3,2020,2,3,2020,25,443,0-15
1406,U001,200148860,DOLLA trust,2020-03-10 09:00:39.272727272,2020.0,1930598372.0,2020-03-03 00:00:00.000000000,2020-03-18 00:00:00.000000000,2020-03-03 00:00:00.000000000,NAA8,103446.5,64,,,,3,3,2020,18,3,2020,3,3,2020,20,803,
1407,U001,200759878,SA associates,2020-06-01 21:12:53.233082706,2020.0,1930896582.0,2020-05-17 00:00:00.000000000,2020-06-01 00:00:00.000000000,2020-05-17 00:00:00.000000000,NAH4,22835.5,64,,,,17,5,2020,1,6,2020,17,5,2020,32,2385,0-15
1408,U001,200769623,WAL-MAR corporation,2020-05-12 11:19:54.656554398,2020.0,1930842503.0,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAH4,1898.9,64,,,,30,4,2020,15,5,2020,30,4,2020,32,2985,
1409,CA02,140104440,SO associates,2020-04-06 21:35:14.258823529,2020.0,2960621523.0,2020-03-17 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-24 00:00:00.000000000,CA10,39333.06293706294,64,,,,17,3,2020,3,4,2020,24,3,2020,5,2557,0-15
1410,U001,200353024,DECA llc,2020-04-06 10:52:48.000000001,2020.0,1930762101.0,2020-04-08 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAM2,242.28,64,,,,8,4,2020,11,4,2020,1,4,2020,34,725,
1411,U001,200773364,U R M  systems,2020-05-06 20:46:12.730525866,2020.0,1930783014.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,46853.68,64,,,,15,4,2020,30,4,2020,15,4,2020,20,2909,0-15
1412,U001,200794332,COST co,2020-05-14 07:17:33.712256294,2020.0,1930834274.0,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAAX,27519.47,64,,,,30,4,2020,15,5,2020,30,4,2020,22,620,
1413,U001,200705742,DOT foundation,2020-04-12 05:04:12.000000000,2020.0,1930646753.0,2020-03-14 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-03-14 00:00:00.000000000,NAAW,261.45,64,,,,14,3,2020,17,4,2020,14,3,2020,21,828,
1414,U001,200769623,WAL-MAR corp,2020-04-07 07:22:41.498598888,2020.0,1930707497.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAH4,19597.8,64,,,,26,3,2020,10,4,2020,26,3,2020,32,2984,
1415,U001,200762301,C&S WH co,2020-04-18 10:49:51.126578019,2020.0,1930737319.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAC6,118524.14,64,,,,3,4,2020,18,4,2020,3,4,2020,25,443,0-15
1416,U001,200769623,WAL-MAR in,2020-05-07 11:36:30.547003092,2020.0,1930826787.0,2020-04-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,NAH4,1898.9,64,,,,25,4,2020,10,5,2020,25,4,2020,32,2987,
1417,CA02,140104340,COLABOR  llc,2020-03-12 08:55:56.815048366,2020.0,2960617169.0,2020-02-28 00:00:00.000000000,2020-03-10 00:00:00.000000000,2020-02-29 00:00:00.000000000,CA10,551.7762237762238,64,,,,28,2,2020,10,3,2020,29,2,2020,5,573,0-15
1418,U001,200769623,WAL-MAR foundation,2020-03-26 21:27:11.623870792,2020.0,1930646911.0,2020-03-14 00:00:00.000000000,2020-03-29 00:00:00.000000000,2020-03-14 00:00:00.000000000,NAH4,41704.95,64,,,,14,3,2020,29,3,2020,14,3,2020,32,2986,
1419,U001,100012638,99 CE ,2020-06-14 14:08:44.760133984,2020.0,1930842818.0,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAA8,52286.66,64,,,,30,4,2020,15,5,2020,30,4,2020,20,3,31-45
1420,U001,200822900,TIM H co,2020-04-17 14:32:08.714183651,2020.0,1930611527.0,2020-03-12 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-12 00:00:00.000000000,NA32,9473.69,64,,,,12,3,2020,13,4,2020,12,3,2020,13,2909,0-15
1421,U001,200769623,WAL-MAR corporation,2020-03-13 12:48:06.413857769,2020.0,1930584338.0,2020-03-01 00:00:00.000000000,2020-03-16 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAH4,4375.86,64,,,,1,3,2020,16,3,2020,1,3,2020,32,2985,
1422,U001,200771157,WEIS trust,2020-05-25 05:01:34.718012422,2020.0,1930855193.0,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAA8,65149.73,64,,,,5,5,2020,20,5,2020,5,5,2020,20,3027,0-15
1423,U001,200769623,WAL-MAR us,2020-04-15 19:40:51.560712333,2020.0,1930738581.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAH4,3776.83,64,,,,3,4,2020,18,4,2020,3,4,2020,32,2991,
1424,U001,200783734,FAREW corp,2020-04-25 07:57:13.082631497,2020.0,1930738522.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAA8,109621.75,64,,,,2,4,2020,17,4,2020,2,4,2020,20,2909,0-15
1425,U001,200772670,ASSOCIAT associates,2020-04-05 08:51:03.272727272,2020.0,1930671935.0,2020-03-19 00:00:00.000000000,2020-04-03 00:00:00.000000000,2020-03-19 00:00:00.000000000,NAU5,87326.95,64,,,,19,3,2020,3,4,2020,19,3,2020,46,188,0-15
1426,U001,200759878,SA associates,2020-05-10 22:17:20.907723854,2020.0,1930825899.0,2020-04-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,NAH4,31867.51,64,,,,25,4,2020,10,5,2020,25,4,2020,32,2385,0-15
1427,U001,200769623,WAL-MAR ,2020-04-10 22:43:00.026966293,2020.0,1930718551.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAH4,4088.45,64,,,,29,3,2020,13,4,2020,29,3,2020,32,2981,
1428,U001,200769623,WAL-MAR trust,2020-03-28 16:22:35.874889141,2020.0,1930651898.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAH4,2439.5,64,,,,16,3,2020,31,3,2020,16,3,2020,32,2990,
1429,U001,200915438,GROC in,2020-04-26 06:47:00.037730690,2020.0,1930748561.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAA8,2585.69,64,,,,6,4,2020,21,4,2020,6,4,2020,20,1149,0-15
1430,U001,200750051,ALBER ,2020-04-22 23:26:44.248443990,2020.0,1930756444.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAA8,40537.86,64,,,,6,4,2020,21,4,2020,6,4,2020,20,62,0-15
1431,U001,200769623,WAL-MAR systems,2020-04-10 14:57:26.638877266,2020.0,1930717043.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAH4,67116.07,64,,,,29,3,2020,13,4,2020,29,3,2020,32,2989,
1432,U001,200769623,WAL-MAR corp,2020-03-13 08:50:53.255902258,2020.0,1930581508.0,2020-03-01 00:00:00.000000000,2020-03-16 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAH4,5015.67,64,,,,1,3,2020,16,3,2020,1,3,2020,32,2984,
1433,U001,200739534,OK corporation,2020-04-13 23:15:09.583950568,2020.0,1930705083.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAA8,51843.91,64,,,,26,3,2020,10,4,2020,26,3,2020,20,2017,0-15
1434,CA02,140104409,LOB llc,2020-03-22 21:24:52.493544910,2020.0,2960619944.0,2020-03-10 00:00:00.000000000,2020-03-22 00:00:00.000000000,2020-03-12 00:00:00.000000000,CA10,30156.17482517483,64,,,,10,3,2020,22,3,2020,12,3,2020,5,1659,0-15
1435,U001,200793513,KROGER llc,2020-03-23 14:24:06.269374742,2020.0,1930621255.0,2020-03-08 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-08 00:00:00.000000000,NAA8,14306.95,64,,,,8,3,2020,23,3,2020,8,3,2020,20,1580,0-15
1436,U001,200762950,HAR co,2020-04-10 02:49:26.149008886,2020.0,1930706073.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAA8,18256.84,64,,,,26,3,2020,10,4,2020,26,3,2020,20,1198,0-15
1437,U001,200769623,WAL-MAR co,2020-05-20 14:29:58.441767999,2020.0,1930861521.0,2020-05-08 00:00:00.000000000,2020-05-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,NAH4,13678.56,64,,,,8,5,2020,23,5,2020,8,5,2020,32,2983,
1438,U001,200793568,SUPE ,2020-05-07 10:27:38.002874610,2020.0,1930807959.0,2020-04-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,NAA8,89699.99,64,,,,22,4,2020,7,5,2020,22,4,2020,20,2652,0-15
1439,U001,100050364,SING co,2020-05-24 07:07:32.571428572,2020.0,1930819117.0,2020-04-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,NAA8,2808.46,64,,,,27,4,2020,12,5,2020,27,4,2020,20,2909,0-15
1440,U001,200770677,KRAS co,2020-05-19 05:30:39.462171631,2020.0,1930844188.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAA8,67303.8,64,,,,4,5,2020,19,5,2020,4,5,2020,20,1534,0-15
1441,U001,200762301,C&S WH associates,2020-04-15 04:59:01.352727273,2020.0,1930719384.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAC6,86733.97,64,,,,31,3,2020,15,4,2020,31,3,2020,25,442,0-15
1442,U001,200148860,DOLLA in,2020-04-16 20:34:30.377622379,2020.0,1930749125.0,2020-04-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,2020-04-05 00:00:00.000000000,NAA8,104838.29,64,,,,5,4,2020,20,4,2020,5,4,2020,20,800,
1443,U001,200707822,PUBLI co,2020-04-02 08:35:57.376804295,2020.0,1930647526.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAA8,5728.48,64,,,,17,3,2020,1,4,2020,17,3,2020,20,2212,0-15
1444,U001,100026939,SYSC associates,2020-03-29 16:46:22.307598784,2020.0,1930626264.0,2020-03-05 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-05 00:00:00.000000000,NAD1,1796.73,64,,,,5,3,2020,25,3,2020,5,3,2020,27,2706,0-15
1445,U001,200769623,WAL-MAR corp,2020-04-13 08:50:53.255902258,2020.0,1930726624.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAH4,1991.84,64,,,,1,4,2020,16,4,2020,1,4,2020,32,2984,
1446,U001,200769623,WAL-MAR llc,2020-04-04 09:25:18.815894019,2020.0,1930685135.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAH4,38971.27,64,,,,23,3,2020,7,4,2020,23,3,2020,32,2988,
1447,U001,200794332,COST foundation,2020-04-27 18:51:43.371927503,2020.0,1930778537.0,2020-04-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,2020-04-13 00:00:00.000000000,NAAX,13776.49,64,,,,13,4,2020,28,4,2020,13,4,2020,22,623,
1448,U001,200331749,SYSC foundation,2020-03-22 20:35:37.779024897,2020.0,1930592872.0,2020-03-02 00:00:00.000000000,2020-03-17 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAA8,48186.45,64,,,,2,3,2020,17,3,2020,2,3,2020,20,2710,0-15
1449,U001,200744019,TARG trust,2020-04-25 18:37:42.427983139,2020.0,1930738696.0,2020-04-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,2020-04-04 00:00:00.000000000,NAA8,6765.13,64,,,,4,4,2020,19,4,2020,4,4,2020,20,2794,0-15
1450,U001,100031704,DELHAIZE foundation,2020-04-19 14:29:45.876174130,2020.0,1930731557.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,114748.19,64,,,,3,4,2020,18,4,2020,3,4,2020,20,737,0-15
1451,U001,100031704,DELHAIZE llc,2020-05-02 03:37:52.052745146,2020.0,1930789187.0,2020-04-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAA8,21422.93,64,,,,16,4,2020,1,5,2020,16,4,2020,20,739,0-15
1452,U001,200772595,SAFEW associates,2020-05-06 21:04:11.851476893,2020.0,1930809923.0,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAA8,72972.53,64,,,,21,4,2020,6,5,2020,21,4,2020,20,2398,0-15
1453,U001,200726979,BJ'S  foundation,2020-04-09 02:13:58.770069279,2020.0,1930692510.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAA8,1267.65,64,,,,24,3,2020,8,4,2020,24,3,2020,20,327,0-15
1454,U001,200747369,SCHNU corp,2020-05-24 03:56:50.348032009,2020.0,1930861107.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAA8,109165.06,64,,,,6,5,2020,21,5,2020,6,5,2020,20,2440,0-15
1455,U001,200794332,COST corp,2020-04-01 07:30:07.311725820,2020.0,1930656143.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAAX,18650.87,64,,,,17,3,2020,1,4,2020,17,3,2020,22,621,0-15
1456,U001,200772670,ASSOCIAT us,2020-05-22 21:24:39.272727273,2020.0,1930876572.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAU5,60550.95,64,,,,7,5,2020,22,5,2020,7,5,2020,46,197,0-15
1457,U001,200705372,FR ,2020-04-23 01:14:11.920879121,2020.0,1930756888.0,2020-04-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,2020-04-07 00:00:00.000000000,NAA8,40250.66,64,,,,7,4,2020,22,4,2020,7,4,2020,20,1000,0-15
1458,U001,200762301,C&S WH associates,2020-03-14 04:32:14.784000000,2020.0,1930571475.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAC6,22772.39,64,,,,28,2,2020,14,3,2020,28,2,2020,25,442,0-15
1459,U001,200769623,WAL-MAR in,2020-03-16 13:22:43.766576492,2020.0,1930605242.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAH4,9545.87,64,,,,4,3,2020,19,3,2020,4,3,2020,32,2987,
1460,U001,200769623,WAL-MAR corp,2020-03-24 09:17:27.269650273,2020.0,1930637506.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAH4,28893.24,64,,,,12,3,2020,27,3,2020,12,3,2020,32,2984,
1461,U001,200762301,C&S WH corporation,2020-05-14 10:25:55.598769232,2020.0,1930839505.0,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAC6,23089.39,64,,,,30,4,2020,15,5,2020,30,4,2020,25,445,
1462,U001,200881076,ALBERT co,2020-05-20 02:44:08.110907856,2020.0,1930653093.0,2020-03-16 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAGD,13282.7,64,,,,16,3,2020,20,5,2020,16,3,2020,31,75,0-15
1463,U001,200936373,SUPE associates,2020-03-27 15:25:05.619971271,2020.0,1930636716.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,72424.67,64,,,,12,3,2020,27,3,2020,12,3,2020,20,2653,0-15
1464,U001,200792734,MDV/ us,2020-04-29 11:55:07.224307152,2020.0,1930754008.0,2020-04-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,2020-04-06 00:00:00.000000000,NAA8,12886.48,64,,,,6,4,2020,21,4,2020,6,4,2020,20,1846,0-15
1465,CA02,140104409,LOB us,2020-04-20 01:42:23.101568370,2020.0,2960627540.0,2020-04-08 00:00:00.000000000,2020-04-19 00:00:00.000000000,2020-04-09 00:00:00.000000000,CA10,44923.79720279721,64,,,,8,4,2020,19,4,2020,9,4,2020,5,1662,0-15
1466,CA02,140106227,LOUD in,2020-03-21 05:13:16.281081081,2020.0,2960617807.0,2020-02-29 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-03-04 00:00:00.000000000,CA10,13427.797202797203,64,,,,29,2,2020,14,3,2020,4,3,2020,5,2909,0-15
1467,U001,200762301,C&S WH corporation,2020-04-28 08:47:19.953009358,2020.0,1930782675.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAC6,54349.47,64,,,,14,4,2020,29,4,2020,14,4,2020,25,445,
1468,U001,200744019,TARG foundation,2020-05-27 03:11:11.051717902,2020.0,1930856885.0,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAA8,1380.4,64,,,,5,5,2020,20,5,2020,5,5,2020,20,2790,0-15
1469,U001,200769623,WAL-MAR foundation,2020-03-20 21:12:47.623870792,2020.0,1930624116.0,2020-03-08 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-08 00:00:00.000000000,NAH4,53169.79,64,,,,8,3,2020,23,3,2020,8,3,2020,32,2986,
1470,U001,200418007,AM foundation,2020-05-16 15:31:50.117647058,2020.0,1930840816.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAA8,22479.66,64,,,,1,5,2020,16,5,2020,1,5,2020,20,98,0-15
1471,U001,200769623,WAL-MAR trust,2020-05-22 18:06:35.108210555,2020.0,1930884507.0,2020-05-10 00:00:00.000000000,2020-05-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,NAH4,29454.29,64,,,,10,5,2020,25,5,2020,10,5,2020,32,2990,
1472,U001,200769623,WAL-MAR corporation,2020-05-03 11:19:54.656554398,2020.0,1930800763.0,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAH4,15048.85,64,,,,21,4,2020,6,5,2020,21,4,2020,32,2985,
1473,U001,200769623,WAL-MAR trust,2020-04-13 17:54:25.094462540,2020.0,1930725804.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAH4,1898.9,64,,,,1,4,2020,16,4,2020,1,4,2020,32,2990,
1474,U001,200230690,DECA foundation,2020-03-07 07:48:24.827586207,2020.0,1930599176.0,2020-03-04 00:00:00.000000000,2020-03-11 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAM2,6296.72,64,,,,4,3,2020,11,3,2020,1,3,2020,34,723,
1475,U001,200769623,WAL-MAR co,2020-04-02 12:47:22.684464628,2020.0,1930685311.0,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAH4,943.12,64,,,,21,3,2020,5,4,2020,21,3,2020,32,2983,
1476,U001,200763489,GENERAL co,2020-05-02 20:15:12.548109085,2020.0,1930795073.0,2020-04-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,NAA8,19937.8,64,,,,17,4,2020,2,5,2020,17,4,2020,20,1043,0-15
1477,CA02,140105686,SYSC co,2020-04-07 16:07:14.071357422,2020.0,2960622901.0,2020-03-19 00:00:00.000000000,2020-04-04 00:00:00.000000000,2020-03-25 00:00:00.000000000,CA10,4805.664335664336,64,,,,19,3,2020,4,4,2020,25,3,2020,5,2707,0-15
1478,U001,200020431,DEC corp,2020-04-04 05:25:15.130434783,2020.0,1930681950.0,2020-03-21 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAM4,12.96,64,,,,21,3,2020,8,4,2020,16,3,2020,36,710,
1479,U001,200230690,DECA corp,2020-03-06 12:36:14.811428571,2020.0,1930586530.0,2020-03-02 00:00:00.000000000,2020-03-11 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAM2,1700.49,64,,,,2,3,2020,11,3,2020,1,3,2020,34,721,
1480,U001,200707822,PUBLI corp,2020-03-19 21:26:56.347654122,2020.0,1930584964.0,2020-03-04 00:00:00.000000000,2020-03-19 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAA8,25340.34,64,,,,4,3,2020,19,3,2020,4,3,2020,20,2213,0-15
1481,U001,200769623,WAL-MAR systems,2020-03-21 16:45:02.553468013,2020.0,1930621223.0,2020-03-09 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAH4,21045.35,64,,,,9,3,2020,24,3,2020,9,3,2020,32,2989,
1482,U001,200705742,DOT ,2020-04-07 02:47:49.527272728,2020.0,1930643182.0,2020-03-13 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-13 00:00:00.000000000,NA32,1631.27,64,,,,13,3,2020,14,4,2020,13,3,2020,13,823,
1483,U001,200760666,KEHE  us,2020-05-07 13:32:08.107084613,2020.0,1930797645.0,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAA8,3983.22,64,,,,21,4,2020,6,5,2020,21,4,2020,20,1462,0-15
1484,U001,100030964,NATURA foundation,2020-04-30 21:35:14.644809309,2020.0,1930800373.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAA8,10674.7,64,,,,20,4,2020,5,5,2020,20,4,2020,20,1971,
1485,U001,200770677,KRAS us,2020-05-23 03:07:59.641922197,2020.0,1930838153.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAA8,51715.23,64,,,,1,5,2020,16,5,2020,1,5,2020,20,2909,0-15
1486,U001,200769623,WAL-MAR foundation,2020-05-23 21:27:11.623870792,2020.0,1930883543.0,2020-05-11 00:00:00.000000000,2020-05-26 00:00:00.000000000,2020-05-11 00:00:00.000000000,NAH4,76753.06,64,,,,11,5,2020,26,5,2020,11,5,2020,32,2986,
1487,U001,100026401,TRUI trust,2020-04-14 01:14:24.000000000,2020.0,1930635436.0,2020-03-11 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAD5,35907.6,64,,,,11,3,2020,10,4,2020,11,3,2020,29,2909,0-15
1488,U001,200152991,JET corp,2020-03-22 19:53:05.056684492,2020.0,1930616882.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAA8,16983.39,64,,,,6,3,2020,21,3,2020,6,3,2020,20,1389,0-15
1489,U001,200769623,WAL-MAR trust,2020-05-18 18:06:35.108210555,2020.0,1930860097.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAH4,52635.88,64,,,,6,5,2020,21,5,2020,6,5,2020,32,2990,
1490,U001,2013,KRAFT F foundation,2020-05-06 05:06:10.285714285,2020.0,1930706067.0,2020-03-26 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAX2,9.8,64,,,,26,3,2020,26,3,2020,26,3,2020,63,1527,31-45
1491,U001,200769623,WAL-MAR systems,2020-05-18 16:42:48.567216028,2020.0,1930856703.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAH4,56363.92,64,,,,6,5,2020,21,5,2020,6,5,2020,32,2989,
1492,U001,200772670,ASSOCIAT co,2020-04-30 04:51:16.215786096,2020.0,1930785877.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAU5,83190.62,64,,,,14,4,2020,29,4,2020,14,4,2020,46,189,0-15
1493,U001,200769623,WAL-MAR foundation,2020-05-10 19:27:25.695532030,2020.0,1930832754.0,2020-04-28 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,NAH4,39820.52,64,,,,28,4,2020,13,5,2020,28,4,2020,32,2986,
1494,U001,200769623,WAL-MAR corp,2020-04-05 07:20:27.512346903,2020.0,1930687103.0,2020-03-24 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-24 00:00:00.000000000,NAH4,29395.9,64,,,,24,3,2020,8,4,2020,24,3,2020,32,2984,
1495,U001,200769623,WAL-MAR llc,2020-04-26 11:27:18.730484767,2020.0,1930779194.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAH4,2352.97,64,,,,14,4,2020,29,4,2020,14,4,2020,32,2988,
